"PROVINCE_STATE","YEAR","NATIVE","MONTH","CASES","POPULATION","INCIDENCE"
"Central Province And Berar",1922,"0","May",35,13804305.5043301,2.53544084409182
"Madras Presidency",1922,"0","May",32,40368005.3300526,0.792706990062179
"Coorg",1922,"0","May",0,163231.722296651,0
"Bombay Presidency",1922,"0","May",275,16094764.1766316,17.0863019166991
"Lower Burma",1922,"0","May",220,6922800.65626786,31.7790459271442
"Upper Burma",1922,"0","May",11,7017831.62571429,1.56743572468945
"Ajmer Merwara",1922,"0","May",0,449485.686157895,0
"Bengal",1922,"1","May",0,1665281.83687081,0
"Bihar And Orissa",1922,"1","May",0,3998384.34144643,0
"Assam",1922,"1","May",0,538274.641589286,0
"United Province Of Agra And Oudh",1922,"1","May",0,814427.281449761,0
"Punjab",1922,"1","May",1,4039970.60089952,0.247526553727234
"Jammu And Kashmir",1922,"1","May",66,3344821.10824402,19.7319969780533
"Baluchistan Agency",1922,NA,"May",0,802699.908910714,0
"Rajputana Agency",1922,"1","May",0,10164951.5390383,0
"Central India Agency",1922,"1","May",0,6016307.61252632,0
"Central Province And Berar",1922,"1","May",0,1370448.16132057,0
"Baroda",1922,"1","May",1,2151490.7032488,0.464794013978298
"Bombay Presidency",1922,"1","May",12,6994498.53570813,1.71563407136879
"Burma",1922,"1","May",3,13940632.2819821,0.215198273601795
"Hyderabad",1922,"1","May",0,12506230.6217608,0
"Mysore",1922,"1","May",141,6016809.30262201,23.4343474935386
"Bangalore Civil And Military Station",1922,"1","May",6,120466.308181818,49.806457013228
"Madras Presidency",1922,"1","May",0,472951.575545455,0
"Calcutta City",1922,"0","May",49,1042292.93980383,47.0117355004077
"Bombay City",1922,"0","May",74,1177654.89811483,62.8367445492376
"Madras City",1922,"0","May",0,554238.623004785,0
"Delhi",1923,"0","May",336,510213.159578947,658.548282598755
"Bengal",1923,"0","May",31,47031399.5550622,0.659134116638537
"Bihar And Orissa",1923,"0","May",922,34370039.4788571,26.8256892916045
"Assam",1923,"0","May",0,7658162.4483445,0
"United Province Of Agra And Oudh",1923,"0","May",2351,45552678.1108517,51.6105769737375
"Punjab",1923,"0","May",13784,21116120.9540287,652.771407684619
"North West Frontier Province",1923,"0","May",294,2262623.25894737,129.937672494703
"Central Province And Berar",1923,"0","May",235,13901776.095311,16.9043148435734
"Madras Presidency",1923,"0","May",170,40661413.0193684,4.18086798702798
"Coorg",1923,"0","May",0,162781.096076555,0
"Bombay Presidency",1923,"0","May",1018,16212181.2004211,62.7922910196413
"Burma",1923,"0","May",273,14055511.0222857,19.4229864404891
"Ajmer Merwara",1923,"0","May",0,453215.946105263,0
"Bengal",1923,"1","May",0,1681364.13209569,0
"Bihar And Orissa",1923,"1","May",0,4046737.09085714,0
"Assam",1923,"1","May",0,546213.043428571,0
"United Province Of Agra And Oudh",1923,"1","May",6,814320.857148325,7.3681030607658
"Punjab",1923,"1","May",386,4075130.33829665,94.7208967459291
"Jammu And Kashmir",1923,"1","May",189,3371726.08470813,56.0543754895085
"Baluchistan Agency",1923,NA,"May",0,807736.740571429,0
"Rajputana Agency",1923,"1","May",0,10224542.4642679,0
"Central India Agency",1923,"1","May",14,6040762.24968421,2.31758831441047
"Central Province And Berar",1923,"1","May",0,1382875.89324402,0
"Baroda",1923,"1","May",4,2174838.25374163,1.83921723517523
"Bombay Presidency",1923,"1","May",62,7058927.25695694,8.78320426646921
"Burma",1923,"1","May",2,14055511.0222857,0.142292940955964
"Hyderabad",1923,"1","May",721,12599294.6843254,57.2254255547325
"Mysore",1923,"1","May",233,6060450.31035407,38.445988015433
"Bangalore Civil And Military Station",1923,"1","May",2,121921.887272727,16.4039455485642
"Madras Presidency",1923,"1","May",1,470257.149818182,2.12649611045071
"Calcutta City",1923,"0","May",14,1037829.34962679,13.4896936620982
"Bombay City",1923,"0","May",294,1175716.08080383,250.06037154735
"Madras City",1923,"0","May",0,575924.313033493,0
"Delhi",1924,"0","May",295,522002.724368421,565.131150142799
"Bengal",1924,"0","May",16,47229360.6016842,0.338772318662926
"Bihar And Orissa",1924,"0","May",280,34651571.604,8.08044157996223
"Assam",1924,"0","May",0,7763147.46478947,0
"United Province Of Agra And Oudh",1924,"0","May",5596,45731399.4803684,122.366690361231
"Punjab",1924,"0","May",63313,21355111.8733158,2964.77023279436
"North West Frontier Province",1924,"0","May",4896,2270618.56842105,2156.24062451167
"Central Province And Berar",1924,"0","May",26,14029174.6234211,1.85328080217878
"Madras Presidency",1924,"0","May",13,41001132.1640526,0.317064415391867
"Coorg",1924,"0","May",0,162474.016842105,0
"Bombay Presidency",1924,"0","May",178,16361099.0806316,10.879464706055
"Burma",1924,"0","May",115,14158335.058875,8.12242396593895
"Ajmer Merwara",1924,"0","May",0,457906.024157895,0
"Bengal",1924,"1","May",0,1699315.71905263,0
"Bihar And Orissa",1924,"1","May",0,4103656.425125,0
"Assam",1924,"1","May",0,554831.058625,0
"United Province Of Agra And Oudh",1924,"1","May",19,815926.301631579,23.2864168761399
"Punjab",1924,"1","May",688,4112734.46926316,167.285295255947
"Jammu And Kashmir",1924,"1","May",839,3400946.34478947,246.696041319622
"Baluchistan Agency",1924,NA,"May",0,814318.464875,0
"Rajputana Agency",1924,"1","May",2,10318507.1359474,0.193826488042291
"Central India Agency",1924,"1","May",3,6081978.08452632,0.493260573830832
"Central Province And Berar",1924,"1","May",0,1399515.30168421,0
"Baroda",1924,"1","May",0,2201436.30015789,0
"Bombay Presidency",1924,"1","May",10,7138550.49952632,1.40084461133441
"Burma",1924,"1","May",0,14158335.058875,0
"Hyderabad",1924,"1","May",88,12742483.9955789,6.90603182476292
"Mysore",1924,"1","May",56,6109328.94189474,9.16630951330511
"Bangalore Civil And Military Station",1924,"1","May",0,123332.51,0
"Madras Presidency",1924,"1","May",0,467269.467,0
"Calcutta City",1924,"0","May",15,1034393.27489474,14.5012543720631
"Bombay City",1924,"0","May",45,1171211.27484211,38.4217612710964
"Madras City",1924,"0","May",0,592795.451368421,0
"Delhi",1925,"0","May",1,534608.973473684,1.87052602858943
"Bengal",1925,"0","May",0,47462401.6998278,0
"Bihar And Orissa",1925,"0","May",282,34985867.7051429,8.06039748325425
"Assam",1925,"0","May",0,7872207.51843062,0
"United Province Of Agra And Oudh",1925,"0","May",3228,45966377.2745646,70.2252426968224
"Punjab",1925,"0","May",3938,21611467.9365359,182.218071052106
"North West Frontier Province",1925,"0","May",75,2280962.35368421,32.8808583266883
"Central Province And Berar",1925,"0","May",14,14181311.9391388,0.987214727387922
"Madras Presidency",1925,"0","May",15,41381559.8602105,0.36248029437921
"Coorg",1925,"0","May",0,162298.380095694,0
"Bombay Presidency",1925,"0","May",119,16538023.8265263,7.19553927653248
"Burma",1925,"0","May",215,14250611.2297143,15.0870721637328
"Ajmer Merwara",1925,"0","May",0,463429.164631579,0
"Bengal",1925,"1","May",0,1718965.43111962,0
"Bihar And Orissa",1925,"1","May",0,4168071.52114286,0
"Assam",1925,"1","May",0,564026.540285714,0
"United Province Of Agra And Oudh",1925,"1","May",0,819022.189435407,0
"Punjab",1925,"1","May",141,4153408.25087081,33.9480232819487
"Jammu And Kashmir",1925,"1","May",34,3432195.30388517,9.90619617756389
"Baluchistan Agency",1925,NA,"May",18,822028.051714286,21.8970629560173
"Rajputana Agency",1925,"1","May",89,10442462.9143349,8.52289356736189
"Central India Agency",1925,"1","May",0,6137621.29010526,0
"Central Province And Berar",1925,"1","May",0,1419672.49255502,0
"Baroda",1925,"1","May",1,2230923.49117703,0.44824486539088
"Bombay Presidency",1925,"1","May",40,7231252.59919617,5.53154511632555
"Burma",1925,"1","May",0,14250611.2297143,0
"Hyderabad",1925,"1","May",27,12927320.3634067,2.088599898586
"Mysore",1925,"1","May",158,6162959.11594258,25.637035233818
"Bangalore Civil And Military Station",1925,"1","May",0,124723.949090909,0
"Madras Presidency",1925,"1","May",0,464171.271272727,0
"Calcutta City",1925,"0","May",0,1033468.76103349,0
"Bombay City",1925,"0","May",39,1165254.20700478,33.4690917789066
"Madras City",1925,"0","May",0,605679.419291866,0
"Delhi",1926,"0","May",51,548189.927631579,93.0334495935421
"Bengal",1926,"0","May",0,47739776.7535885,0
"Bihar And Orissa",1926,"0","May",798,35365390.0714286,22.5644337129678
"Assam",1926,"0","May",0,7985532.74102871,0
"United Province Of Agra And Oudh",1926,"0","May",8853,46254948.1549043,191.395739334784
"Punjab",1926,"0","May",33208,21886378.2805024,1517.29078125199
"North West Frontier Province",1926,"0","May",101,2294239.13157895,44.0233097804802
"Central Province And Berar",1926,"0","May",122,14352998.8929426,8.49996581968578
"Madras Presidency",1926,"0","May",63,41797093.2039474,1.50728185074004
"Coorg",1926,"0","May",0,162242.081339713,0
"Bombay Presidency",1926,"0","May",221,16739461.4473684,13.2023363293294
"Burma",1926,"0","May",58,14333846.3727679,4.04636679448379
"Ajmer Merwara",1926,"0","May",1,469658.611842105,2.12920613991891
"Bengal",1926,"1","May",0,1740142.10167464,0
"Bihar And Orissa",1926,"1","May",0,4238911.55580357,0
"Assam",1926,"1","May",0,573697.341517857,0
"United Province Of Agra And Oudh",1926,"1","May",65,823387.095095694,78.9422136770867
"Punjab",1926,"1","May",2304,4197776.94019139,548.86194117188
"Jammu And Kashmir",1926,"1","May",33,3465186.37739234,9.52329727927463
"Baluchistan Agency",1926,NA,"May",0,830448.470982143,0
"Rajputana Agency",1926,"1","May",501,10592027.159689,47.2997276580539
"Central India Agency",1926,"1","May",0,6205358.03947368,0
"Central Province And Berar",1926,"1","May",0,1442653.57177033,0
"Baroda",1926,"1","May",1,2262938.47547847,0.441903308833247
"Bombay Presidency",1926,"1","May",34,7334917.89174641,4.63536204519186
"Burma",1926,"1","May",8,14333846.3727679,0.558119557859834
"Hyderabad",1926,"1","May",1446,13145325.5956938,110.001079050768
"Mysore",1926,"1","May",175,6220854.75119617,28.1311824498636
"Bangalore Civil And Military Station",1926,"1","May",0,126121.977272727,0
"Madras Presidency",1926,"1","May",0,461145.306818182,0
"Calcutta City",1926,"0","May",0,1036539.8534689,0
"Bombay City",1926,"0","May",11,1158958.60406699,9.4912794653744
"Madras City",1926,"0","May",0,615403.598086124,0
"Delhi",1927,"0","May",1,562903.607578947,1.77650309313349
"Bengal",1927,"0","May",0,48070739.6670622,0
"Bihar And Orissa",1927,"0","May",252,35782600.992,7.04252885519251
"Assam",1927,"0","May",0,8103313.2643445,0
"United Province Of Agra And Oudh",1927,"0","May",854,46594448.7828517,18.3283636207389
"Punjab",1927,"0","May",1851,22181032.0420287,83.4496788288624
"North West Frontier Province",1927,"0","May",95,2311033.41894737,41.1071511217136
"Central Province And Berar",1927,"0","May",40,14539046.335311,2.75121208623237
"Madras Presidency",1927,"0","May",33,42242129.2913684,0.7812106196726
"Coorg",1927,"0","May",0,162293.016076555,0
"Bombay Presidency",1927,"0","May",123,16961917.9524211,7.25153843716378
"Burma",1927,"0","May",95,14409547.326,6.59285110425266
"Ajmer Merwara",1927,"0","May",0,476467.610105263,0
"Bengal",1927,"1","May",0,1762674.56409569,0
"Bihar And Orissa",1927,"1","May",0,4315105.706,0
"Assam",1927,"1","May",0,583741.315428571,0
"United Province Of Agra And Oudh",1927,"1","May",1,828799.593148325,1.20656429885703
"Punjab",1927,"1","May",377,4246465.79429665,88.7797095896408
"Jammu And Kashmir",1927,"1","May",23,3499632.98070813,6.5721177411427
"Baluchistan Agency",1927,NA,"May",0,839162.692571429,0
"Rajputana Agency",1927,"1","May",8,10762817.2322679,0.743299809646054
"Central India Agency",1927,"1","May",0,6282854.50568421,0
"Central Province And Berar",1927,"1","May",0,1467764.64524402,0
"Baroda",1927,"1","May",1,2297119.90174163,0.435327733324595
"Bombay Presidency",1927,"1","May",0,7447430.71295694,0
"Burma",1927,"1","May",2,14409547.326,0.138796865352687
"Hyderabad",1927,"1","May",11,13388021.5003254,0.821629992133837
"Mysore",1927,"1","May",48,6282529.76635407,7.6402343936455
"Bangalore Civil And Military Station",1927,"1","May",0,127552.367272727,0
"Madras Presidency",1927,"1","May",0,458374.317818182,0
"Calcutta City",1927,"0","May",0,1045090.59762679,0
"Bombay City",1927,"0","May",73,1153438.19280383,63.2890435356127
"Madras City",1927,"0","May",0,622795.369033493,0
"Delhi",1928,"0","May",0,578908.034052632,0
"Bengal",1928,"0","May",0,48464544.3443445,0
"Bihar And Orissa",1928,"0","May",648,36229962.756,17.8857484442952
"Assam",1928,"0","May",0,8225739.22013876,0
"United Province Of Agra And Oudh",1928,"0","May",7368,46982215.8198708,156.825298071271
"Punjab",1928,"0","May",1541,22496618.3579282,68.4991839876647
"North West Frontier Province",1928,"0","May",0,2331929.73263158,0
"Central Province And Berar",1928,"0","May",23,14734265.1167225,1.56098725099607
"Madras Presidency",1928,"0","May",11,42711065.2185789,0.257544501494079
"Coorg",1928,"0","May",0,162439.079808612,0
"Bombay Presidency",1928,"0","May",117,17201899.3509474,6.80157450133878
"Burma",1928,"0","May",157,14479220.927375,10.8431248329922
"Ajmer Merwara",1928,"0","May",3,483729.403736842,6.20181443762732
"Bengal",1928,"1","May",0,1786391.65176077,0
"Bihar And Orissa",1928,"1","May",0,4395583.148625,0
"Assam",1928,"1","May",0,594056.315125,0
"United Province Of Agra And Oudh",1928,"1","May",228,835038.258129187,273.041381973096
"Punjab",1928,"1","May",289,4300100.07025837,67.2077382568066
"Jammu And Kashmir",1928,"1","May",33,3535248.52922967,9.33456296697497
"Baluchistan Agency",1928,NA,"May",0,847753.686375,0
"Rajputana Agency",1928,"1","May",10,10950450.4923301,0.913204439123686
"Central India Agency",1928,"1","May",15,6367776.86178947,2.35561018006286
"Central Province And Berar",1928,"1","May",0,1494311.81888995,0
"Baroda",1928,"1","May",9,2333106.41864593,3.85751799749595
"Bombay Presidency",1928,"1","May",3,7566675.39860766,0.396475313392197
"Burma",1928,"1","May",0,14479220.927375,0
"Hyderabad",1928,"1","May",7,13646929.8851866,0.512935880735954
"Mysore",1928,"1","May",5,6347498.08011483,0.787711935772582
"Bangalore Civil And Military Station",1928,"1","May",0,129040.891818182,0
"Madras Presidency",1928,"1","May",0,456041.048454545,0
"Calcutta City",1928,"0","May",0,1060605.03893301,0
"Bombay City",1928,"0","May",50,1149806.69999043,43.4855702270792
"Madras City",1928,"0","May",0,628682.113416268,0
"Delhi",1929,"0","May",0,596361.227789474,0
"Bengal",1929,"0","May",0,48930444.6895311,0
"Bihar And Orissa",1929,"0","May",342,36699937.6525714,9.31881692109735
"Assam",1929,"0","May",0,8353000.74017225,0
"United Province Of Agra And Oudh",1929,"0","May",1254,47415585.9274258,26.4469999784326
"Punjab",1929,"0","May",212,22834326.3650144,9.28426775597005
"North West Frontier Province",1929,"0","May",0,2357512.58947368,0
"Central Province And Berar",1929,"0","May",19,14933466.0876555,1.27231011799103
"Madras Presidency",1929,"0","May",29,43198298.0816842,0.671322743899853
"Coorg",1929,"0","May",0,162668.168038278,0
"Bombay Presidency",1929,"0","May",188,17455911.6522105,10.7699903474358
"Burma",1929,"0","May",39,14544374.0148571,2.6814491954182
"Ajmer Merwara",1929,"0","May",0,491317.237052632,0
"Bengal",1929,"1","May",0,1811122.19804785,0
"Bihar And Orissa",1929,"1","May",0,4479273.06057143,0
"Assam",1929,"1","May",0,604540.193714286,0
"United Province Of Agra And Oudh",1929,"1","May",0,841881.664574163,0
"Punjab",1929,"1","May",76,4359305.02514833,17.4339715990427
"Jammu And Kashmir",1929,"1","May",5,3571746.43835407,1.3998754072543
"Baluchistan Agency",1929,NA,"May",0,855804.422285714,0
"Rajputana Agency",1929,"1","May",0,11150544.300134,0
"Central India Agency",1929,"1","May",0,6457791.2808421,0
"Central Province And Berar",1929,"1","May",0,1521601.19862201,0
"Baroda",1929,"1","May",0,2370536.67487081,0
"Bombay Presidency",1929,"1","May",30,7690536.28447847,3.9008983106351
"Burma",1929,"1","May",0,14544374.0148571,0
"Hyderabad",1929,"1","May",91,13913572.5581627,6.54037628506942
"Mysore",1929,"1","May",240,6415273.61117703,37.4107192531678
"Bangalore Civil And Military Station",1929,"1","May",0,130613.323636364,0
"Madras Presidency",1929,"1","May",0,454328.242909091,0
"Calcutta City",1929,"0","May",0,1084567.2228134,0
"Bombay City",1929,"0","May",2,1149177.85240191,1.7403746476838
"Madras City",1929,"0","May",0,633891.212516746,0
"Delhi",1930,"0","May",0,615421.209526316,0
"Bengal",1930,"0","May",0,49477694.6067177,0
"Bihar And Orissa",1930,"0","May",191,37184987.9708571,5.13648142496891
"Assam",1930,"0","May",0,8485287.95620574,0
"United Province Of Agra And Oudh",1930,"0","May",909,47891895.7669809,18.9802467712441
"Punjab",1930,"0","May",172,23195345.2001005,7.41528089003197
"North West Frontier Province",1930,"0","May",0,2388366.50631579,0
"Central Province And Berar",1930,"0","May",10,15131460.0985885,0.660874755961774
"Madras Presidency",1930,"0","May",15,43698224.9767895,0.343263370719687
"Coorg",1930,"0","May",0,162968.176267943,0
"Bombay Presidency",1930,"0","May",63,17720460.8654737,3.55521227570036
"Burma",1930,"0","May",11,14606513.4264107,0.753088685771541
"Ajmer Merwara",1930,"0","May",0,499104.354368421,0
"Bengal",1930,"1","May",0,1836695.03633493,0
"Bihar And Orissa",1930,"1","May",0,4565104.61873214,0
"Assam",1930,"1","May",0,615090.804303571,0
"United Province Of Agra And Oudh",1930,"1","May",0,849108.387019139,0
"Punjab",1930,"1","May",0,4424705.91603828,0
"Jammu And Kashmir",1930,"1","May",4,3608840.12347847,1.10838936143963
"Baluchistan Agency",1930,NA,"May",0,862897.870196429,0
"Rajputana Agency",1930,"1","May",0,11358716.0159378,0
"Central India Agency",1930,"1","May",0,6550563.93589474,0
"Central Province And Berar",1930,"1","May",0,1548938.89035407,0
"Baroda",1930,"1","May",0,2409049.31909569,0
"Bombay Presidency",1930,"1","May",7,7816897.70634928,0.895495919604301
"Burma",1930,"1","May",3,14606513.4264107,0.205387823392238
"Hyderabad",1930,"1","May",1,14179471.3271388,0.0705244911413622
"Mysore",1930,"1","May",130,6485370.27823923,20.0451160724311
"Bangalore Civil And Military Station",1930,"1","May",0,132295.435454545,0
"Madras Presidency",1930,"1","May",0,453418.645363636,0
"Calcutta City",1930,"0","May",0,1118461.19469378,0
"Bombay City",1930,"0","May",7,1152665.3768134,6.0728812895828
"Madras City",1930,"0","May",0,639250.047617225,0
"Delhi",1931,"0","May",0,636246,0
"Bengal",1931,"0","May",0,50115548,0
"Bihar And Orissa",1931,"0","May",178,37677576,4.72429542707312
"Assam",1931,"0","May",0,8622791,0
"United Province Of Agra And Oudh",1931,"0","May",2376,48408482,49.0823075179263
"Punjab",1931,"0","May",243,23580864,10.3049659249127
"North West Frontier Province",1931,"0","May",0,2425076,0
"Central Province And Berar",1931,"0","May",1,15323058,0.0652611247702645
"Madras Presidency",1931,"0","May",4,44205243,0.0904870039963359
"Coorg",1931,"0","May",4,163327,24.4907455595217
"Bombay Presidency",1931,"0","May",29,17992053,1.61182273084678
"Burma",1931,"0","May",12,14667146,0.818155079386269
"Ajmer Merwara",1931,"0","May",0,506964,0
"Bengal",1931,"1","May",0,1862939,0
"Bihar And Orissa",1931,"1","May",0,4652007,0
"Assam",1931,"1","May",0,625606,0
"United Province Of Agra And Oudh",1931,"1","May",7,856497,8.17282489022145
"Punjab",1931,"1","May",0,4496928,0
"Jammu And Kashmir",1931,"1","May",15,3646243,4.11382346157401
"Baluchistan Agency",1931,NA,"May",0,868617,0
"Rajputana Agency",1931,"1","May",0,11570583,0
"Central India Agency",1931,"1","May",0,6643761,0
"Central Province And Berar",1931,"1","May",0,1575631,0
"Baroda",1931,"1","May",0,2448283,0
"Bombay Presidency",1931,"1","May",0,7943644,0
"Burma",1931,"1","May",2,14667146,0.136359179897712
"Hyderabad",1931,"1","May",10,14436148,0.692705561067952
"Mysore",1931,"1","May",61,6557302,9.30260646833103
"Bangalore Civil And Military Station",1931,"1","May",0,134113,0
"Madras Presidency",1931,"1","May",0,453495,0
"Calcutta City",1931,"0","May",0,1163771,0
"Bombay City",1931,"0","May",6,1161383,5.16625437086646
"Madras City",1931,"0","May",0,645586,0
"North West Frontier Province",1932,"0","May",0,2468020.833,0
"Punjab",1932,"0","May",498,23991445.5603636,20.757398663078
"Delhi",1932,"0","May",0,658935.236,0
"United Province Of Agra And Oudh",1932,"0","May",1425,48962498.2934545,29.1039070649403
"Bihar And Orissa",1932,"0","May",133,38171420.3142857,3.48428219083649
"Bengal",1932,"0","May",0,50850052.1664545,0
"Central Province And Berar",1932,"0","May",4,15504128.5882727,0.25799579623105
"Bombay Presidency",1932,"0","May",128,18267717.248,7.00689627840686
"Madras Presidency",1932,"0","May",18,44714658.261,0.402552556589693
"Coorg",1932,"0","May",3,163733.773636364,18.3224262983317
"Assam",1932,"0","May",0,8765578.21536364,0
"Burma",1932,"0","May",14,14727527.4339286,0.950600843407526
"Ajmer Merwara",1932,"0","May",0,514791.448,0
"Punjab",1932,"1","May",0,4576368.21709091,0
"United Province Of Agra And Oudh",1932,"1","May",57,863863.974545454,65.9826103177785
"Bihar And Orissa",1932,"1","May",0,4739087.85178571,0
"Bengal",1932,"1","May",0,1889703.11754545,0
"Central Province And Berar",1932,"1","May",0,1601121.60709091,0
"Bombay Presidency",1932,"1","May",91,8069040.95845455,11.2776723365932
"Madras Presidency",1932,"1","May",0,454690.115363636,0
"Mysore",1932,"1","May",159,6630641.22581818,23.9795812478725
"Bangalore Civil And Military Station",1932,"1","May",1,136084.807454545,7.34835885581144
"Hyderabad",1932,"1","May",28,14676832.4214545,1.90776859719879
"Central India Agency",1932,"1","May",0,6735469.441,0
"Baroda",1932,"1","May",0,2487930.59672727,0
"Rajputana Agency",1932,"1","May",0,11782504.5087273,0
"Assam",1932,"1","May",0,636002.951089286,0
"Burma",1932,"1","May",2,14727527.4339286,0.135800120486789
"Jammu And Kashmir",1932,"1","May",47,3683715.87063636,12.758855908146
"Baluchistan Agency",1932,NA,"May",0,872644.142410714,0
"North West Frontier Province",1933,"0","May",0,2516761.75031579,0
"Punjab",1933,"0","May",735,24425147.3121914,30.0919372401548
"Delhi",1933,"0","May",0,683355.018526316,0
"United Province Of Agra And Oudh",1933,"0","May",1209,49550366.3363445,24.3994159759262
"Bihar And Orissa",1933,"0","May",28,38665264.6285714,0.724164188942589
"Bengal",1933,"0","May",0,51674427.9750813,0
"Central Province And Berar",1933,"0","May",10,15674772.4434067,0.637967794180407
"Bombay Presidency",1933,"0","May",248,18546575.5334737,13.3717407589557
"Madras Presidency",1933,"0","May",26,45225412.9237895,0.574898012403187
"Coorg",1933,"0","May",6,164182.587177034,36.5446793302773
"Assam",1933,"0","May",0,8913230.79429665,0
"Burma",1933,"0","May",14,14787908.8678571,0.946719385756448
"Ajmer Merwara",1933,"0","May",0,522570.091368421,0
"Punjab",1933,"1","May",2,4662510.239311,0.428953481568235
"United Province Of Agra And Oudh",1933,"1","May",8,871177.367655502,9.1829750140657
"Bihar And Orissa",1933,"1","May",0,4826168.70357143,0
"Bengal",1933,"1","May",0,1916917.19797129,0
"Central Province And Berar",1933,"1","May",0,1625406.68562679,0
"Bombay Presidency",1933,"1","May",76,8192880.20371292,9.27634703673046
"Madras Presidency",1933,"1","May",0,456937.057454545,0
"Mysore",1933,"1","May",77,6705194.52769378,11.4836340216492
"Bangalore Civil And Military Station",1933,"1","May",0,138201.717818182,0
"Hyderabad",1933,"1","May",192,14901586.5835024,12.8845340678397
"Central India Agency",1933,"1","May",0,6825459.40589474,0
"Baroda",1933,"1","May",0,2527901.91027751,0
"Rajputana Agency",1933,"1","May",0,11993807.3831196,0
"Assam",1933,"1","May",0,646276.096571429,0
"Burma",1933,"1","May",0,14787908.8678571,0
"Jammu And Kashmir",1933,"1","May",146,3721209.08738756,39.2345596743928
"Baluchistan Agency",1933,NA,"May",0,875059.071428571,0
"North West Frontier Province",1934,"0","May",0,2570654.74257895,0
"Punjab",1934,"0","May",2788,24879400.3453206,112.060578683697
"Delhi",1934,"0","May",0,709313.064631579,0
"United Province Of Agra And Oudh",1934,"0","May",3454,50168324.823177,68.8482227017535
"Bihar And Orissa",1934,"0","May",362,39159108.9428571,9.24433700798065
"Bengal",1934,"0","May",0,52578689.6878612,0
"Central Province And Berar",1934,"0","May",0,15836148.0913062,0
"Bombay Presidency",1934,"0","May",162,18828272.9633684,8.60408176125241
"Madras Presidency",1934,"0","May",14,45737358.1659474,0.30609551057156
"Coorg",1934,"0","May",0,164668.769521531,0
"Assam",1934,"0","May",0,9065208.14084689,0
"Burma",1934,"0","May",28,14848290.3017857,1.8857389929016
"Ajmer Merwara",1934,"0","May",0,530305.352842105,0
"Punjab",1934,"1","May",42,4754609.42164593,8.83353316232243
"United Province Of Agra And Oudh",1934,"1","May",6,878443.132822967,6.83026570054499
"Bihar And Orissa",1934,"1","May",0,4913249.55535714,0
"Bengal",1934,"1","May",0,1944531.24540191,0
"Central Province And Berar",1934,"1","May",0,1648620.18322488,0
"Bombay Presidency",1934,"1","May",214,8315334.81501914,25.7355842862122
"Madras Presidency",1934,"1","May",0,460118.956636364,0
"Mysore",1934,"1","May",139,6780827.00828708,20.4989745100595
"Bangalore Civil And Military Station",1934,"1","May",0,140447.608545455,0
"Hyderabad",1934,"1","May",146,15112180.5149665,9.66108099723977
"Central India Agency",1934,"1","May",0,6913921.83647368,0
"Baroda",1934,"1","May",0,2568160.97211483,0
"Rajputana Agency",1934,"1","May",2,12204560.3603254,0.163873170434029
"Assam",1934,"1","May",0,656439.192625,0
"Burma",1934,"1","May",1,14848290.3017857,0.0673478211750572
"Jammu And Kashmir",1934,"1","May",180,3758720.38957416,47.8886379788396
"Baluchistan Agency",1934,NA,"May",0,876040.921875,0
"North West Frontier Province",1935,"0","May",0,2629055.80042105,0
"Punjab",1935,"0","May",356,25351635.7495885,14.0424863908743
"Delhi",1935,"0","May",0,736617.091368421,0
"United Province Of Agra And Oudh",1935,"0","May",3842,50812612.4484593,75.6111487850984
"Bihar And Orissa",1935,"0","May",93,39652953.2571429,2.3453486401608
"Bengal",1935,"0","May",0,53552851.5667751,0
"Central Province And Berar",1935,"0","May",4,15989414.0578756,0.25016551485386
"Bombay Presidency",1935,"0","May",30,19112454.6446316,1.56965709312626
"Madras Presidency",1935,"0","May",2,46250345.1650526,0.0432429205201095
"Coorg",1935,"0","May",0,165187.649569378,0
"Assam",1935,"0","May",0,9220969.6590622,0
"Burma",1935,"0","May",30,14908671.7357143,2.01225169698611
"Ajmer Merwara",1935,"0","May",0,538002.655157895,0
"Punjab",1935,"1","May",12,4851921.11908134,2.4732471335544
"United Province Of Agra And Oudh",1935,"1","May",3,885667.22354067,3.38727675616895
"Bihar And Orissa",1935,"1","May",0,5000330.40714286,0
"Bengal",1935,"1","May",0,1972495.26396172,0
"Central Province And Berar",1935,"1","May",0,1670896.04750239,0
"Deccan State Agency",1935,"1","May",11,2596460.8750622,4.2365360116341
"Madras Presidency",1935,"1","May",0,464118.943272727,0
"Mysore",1935,"1","May",59,6857403.77025837,8.60383929204989
"Bangalore Civil And Military Station",1935,"1","May",0,142806.357090909,0
"Hyderabad",1935,"1","May",14,15310384.2446699,0.914412060224674
"Central India Agency",1935,"1","May",3,7001047.67452632,0.428507294831837
"Baroda",1935,"1","May",0,2608671.81370335,0
"Cambay",1935,"1","May",0,92506.0885358852,0
"Rajputana Agency",1935,"1","May",0,12414832.1774928,0
"Assam",1935,"1","May",0,666505.995428571,0
"Burma",1935,"1","May",4,14908671.7357143,0.268300226264815
"Jammu And Kashmir",1935,"1","May",4,3796247.51651675,1.05367207554217
"Baluchistan Agency",1935,NA,"May",0,875768.828571429,0
"North West Frontier Province",1936,"0","May",0,2691320.91447368,0
"Punjab",1936,"0","May",53,25839284.6148325,2.05114037753106
"Delhi",1936,"0","May",0,765074.815789474,0
