"PROVINCE_STATE","YEAR","NATIVE","MONTH","CASES","POPULATION","INCIDENCE"
"United Province",1936,"0","May",453,51479467.9066986,8.79962475177516
"Bihar",1936,"0","May",48,27279905.1375598,1.75953691033596
"Orissa",1936,"0","May",0,8403588.11961723,0
"Bengal",1936,"0","May",0,54586927.8738038,0
"Central Province And Berar",1936,"0","May",1,16135728.8690191,0.0619742689107784
"Bombay Presidency",1936,"0","May",6,19398765.6842105,0.309298029455743
"Sindh",1936,"0","May",0,4233441.37799043,0
"Madras Presidency",1936,"0","May",1,46764225.0986842,0.0213838676443318
"Coorg",1936,"0","May",0,165734.556220096,0
"Assam",1936,"0","May",0,9379974.75299043,0
"Burma",1936,"0","May",20,14969053.1696429,1.33608984972809
"Ajmer Merwara",1936,"0","May",0,545667.421052632,0
"Punjab",1936,"1","May",40,4953700.68660287,8.07477127315721
"United Province",1936,"1","May",0,892855.593301435,0
"Eastern States Agency",1936,"1","May",0,8703304.31698565,0
"Deccan State Agency",1936,"1","May",14,2629030.62799043,5.32515667598033
"Madras Presidency",1936,"1","May",0,468820.147727273,0
"Mysore",1936,"1","May",35,6934789.91626794,5.04701662524707
"Bangalore Civil And Military Station",1936,"1","May",0,145261.840909091,0
"Hyderabad",1936,"1","May",17,15497967.8014354,1.09691801001325
"Central India Agency",1936,"1","May",0,7087027.86184211,0
"Baroda",1936,"1","May",0,2649398.46650718,0
"Rajputana Agency",1936,"1","May",0,12624691.5717703,0
"Assam",1936,"1","May",0,676490.261160714,0
"Burma",1936,"1","May",4,14969053.1696429,0.267217969945618
"Jammu And Kashmir",1936,"1","May",1,3833788.20753589,0.260838613367934
"Baluchistan Agency",1936,NA,"May",0,874421.926339286,0
"North West Frontier Province",1937,"0","May",0,2756806.07536842,0
"Punjab",1937,"0","May",1,26339778.03089,0.0379653920707779
"Delhi",1937,"0","May",0,794493.954947368,0
"United Province",1937,"0","May",2499,52165129.8924019,47.9055646013831
"Bihar",1937,"0","May",118,27589180.1232536,4.27703902300973
"Orissa",1937,"0","May",0,8471121.43517703,0
"Bengal",1937,"0","May",0,55670932.8709282,0
"Central Province And Berar",1937,"0","May",15,16276251.0506411,0.921588144181959
"Bombay Presidency",1937,"0","May",9,19686851.1890526,0.457157923000134
"Sindh",1937,"0","May",1,4295905.33067943,0.232779803795593
"Madras Presidency",1937,"0","May",42,47278849.1444211,0.888346496584636
"Coorg",1937,"0","May",1,166304.818373206,6.01305488188497
"Assam",1937,"0","May",0,9541682.82667943,0
"Ajmer Merwara",1937,"0","May",0,553305.073263158,0
"Punjab",1937,"1","May",0,5059203.47919617,0
"United Province",1937,"1","May",5,900014.195598086,5.55546792978899
"Eastern States Agency",1937,"1","May",0,8810833.83601914,0
"Deccan State Agency",1937,"1","May",13,2661013.89067943,4.88535593351628
"Madras Presidency",1937,"1","May",0,474105.700363636,0
"Mysore",1937,"1","May",151,7012850.54897608,21.5319004655029
"Bangalore Civil And Military Station",1937,"1","May",0,147797.937454545,0
"Hyderabad",1937,"1","May",109,15676701.2140861,6.95299339519589
"Central India Agency",1937,"1","May",12,7172053.34021053,1.6731610085387
"Baroda",1937,"1","May",0,2690304.96199043,0
"Rajputana Agency",1937,"1","May",0,12834207.2803062,0
"Assam",1937,"1","May",0,686405.746,0
"Jammu And Kashmir",1937,"1","May",0,3871340.20195215,0
"Baluchistan Agency",1937,NA,"May",0,872179.35,0
"North West Frontier Province",1938,"0","May",0,2824867.27373684,0
"Punjab",1938,"0","May",0,26850547.0875981,0
"Delhi",1938,"0","May",0,824682.225894737,0
"United Province",1938,"0","May",847,52865837.1000766,16.0216889859628
"Bihar",1938,"0","May",49,27898124.7001435,1.75639045730368
"Orissa",1938,"0","May",0,8536959.99108134,0
"Bengal",1938,"0","May",0,56794880.8201292,0
"Central Province And Berar",1938,"0","May",2,16412139.1286459,0.121861019110494
"Bombay Presidency",1938,"0","May",6,19976356.2661053,0.300355075774276
"Sindh",1938,"0","May",0,4356935.53117703,0
"Madras Presidency",1938,"0","May",21,47794068.4798421,0.439385067392977
"Coorg",1938,"0","May",0,166893.76492823,0
"Assam",1938,"0","May",0,9705553.28417703,0
"Ajmer Merwara",1938,"0","May",0,560921.034526316,0
"Kolhapur",1938,"1","May",0,1052647.18533971,0
"Kurundwad Junior",1938,"1","May",0,44470.8003397129,0
"Sangli",1938,"1","May",0,283958.389784689,0
"Benares",1938,"1","May",9,431502.335626794,20.8573610312601
"Mysore",1938,"1","May",67,7091450.77104306,9.44799620884136
"Bangalore Civil And Military Station",1938,"1","May",0,150398.524181818,0
"Hyderabad",1938,"1","May",0,15848354.511445,0
"Cochin",1938,"1","May",0,1361598.22939713,0
"North West Frontier Province",1939,"0","May",0,2894860.50021053,0
"Punjab",1939,"0","May",0,27369022.8747943,0
"Delhi",1939,"0","May",0,855447.345684211,0
"United Province",1939,"0","May",1595,53577828.2242297,29.7697770302434
"Bihar",1939,"0","May",77,28206821.4704306,2.72983611715058
"Orissa",1939,"0","May",0,8601527.47724402,0
"Bengal",1939,"0","May",0,57948785.9833876,0
"Central Province And Berar",1939,"0","May",8,16544551.6289378,0.48354287135877
"Bombay Presidency",1939,"0","May",7,20266926.0223158,0.34539031682912
"Sindh",1939,"0","May",0,4416890.4175311,0
"Madras Presidency",1939,"0","May",13,48309734.2825263,0.26909690548023
"Coorg",1939,"0","May",1,167496.724784689,5.97026599347219
"Assam",1939,"0","May",0,9871045.5295311,0
"Ajmer Merwara",1939,"0","May",0,568520.727578947,0
"Benares",1939,"1","May",38,438075.400880383,86.7430582124285
"Kolhapur",1939,"1","May",2,1065819.46001914,1.87649041420588
"Akalkot",1939,"1","May",0,101966.058296651,0
"Jamkhandi",1939,"1","May",0,124065.275636364,0
"Kurundwad Senior",1939,"1","May",0,50790.0057416268,0
"Kurundwad Junior",1939,"1","May",2,45182.4200191388,44.2650039363279
"Sangli",1939,"1","May",0,287138.054354067,0
"Bhopal Agency",1939,"1","May",11,536803.573090909,20.4916668804235
"Bundelkhand Agency",1939,"1","May",0,1688960.32558852,0
"Kotah",1939,"1","May",0,756095.822851675,0
"Hyderabad",1939,"1","May",170,16014697.7223349,10.6152487513336
"Mysore",1939,"1","May",79,7170455.68512919,11.0174308954783
"Cochin",1939,"1","May",0,1382173.30419139,0
"North West Frontier Province",1940,"0","May",0,2966141.74542105,0
"Punjab",1940,"0","May",0,27892636.4823158,0
"Delhi",1940,"0","May",0,886597.031368421,0
"United Province",1940,"0","May",966,54297341.9593684,17.7909261326802
"Bihar",1940,"0","May",120,28515353.0363158,4.20825931375192
"Orissa",1940,"0","May",0,8665247.58357895,0
"Bengal",1940,"0","May",0,59122662.6226842,0
"Central Province And Berar",1940,"0","May",5,16674647.0774211,0.299856421355414
"Bombay Presidency",1940,"0","May",18,20558205.5646316,0.875562798679631
"Sindh",1940,"0","May",0,4476128.42778947,0
"Madras Presidency",1940,"0","May",3,48825697.7300526,0.0614430543642488
"Coorg",1940,"0","May",1,168109.026842105,5.94852054517716
"Assam",1940,"0","May",0,10037618.9667895,0
"Ajmer Merwara",1940,"0","May",0,576109.575157895,0
"North West Frontier Province",1941,"0","May",0,3038067,0
"Punjab",1941,"0","May",0,28418819,0
"Delhi",1941,"0","May",0,917939,0
"United Province",1941,"0","May",129,55020617,2.34457567060726
"Bihar",1941,"0","May",13,28823802,0.451016142839172
"Orissa",1941,"0","May",0,8728544,0
"Bengal",1941,"0","May",0,60306525,0
"Central Province And Berar",1941,"0","May",3,16803584,0.178533341458584
"Bombay Presidency",1941,"0","May",47,20849840,2.2542139412101
"Sindh",1941,"0","May",0,4535008,0
"Madras Presidency",1941,"0","May",0,49341810,0
"Coorg",1941,"0","May",1,168726,5.92676884416154
"Assam",1941,"0","May",0,10204733,0
"Ajmer Merwara",1941,"0","May",0,583693,0
"North West Frontier Province",1942,"0","May",0,3110099.58947368,0
"Punjab",1942,"0","May",0,28945429.669378,0
"Delhi",1942,"0","May",0,949313.015789474,0
"United Province",1942,"0","May",875,55744518.9248804,15.6966104807384
"Bihar",1942,"0","May",20,29132237.1966507,0.686524686209111
"Orissa",1942,"0","May",0,8791769.80143541,0
"Bengal",1942,"0","May",0,61492051.6669856,0
"Central Province And Berar",1942,"0","May",5,16932327.8349282,0.29529312500588
"Bombay Presidency",1942,"0","May",23,21141533.5842105,1.08790594156223
"Sindh",1942,"0","May",0,4593827.83253589,0
"Madras Presidency",1942,"0","May",21,49857947.0736842,0.421196644317594
"Coorg",1942,"0","May",1,169343.751674641,5.90514849299721
"Assam",1942,"0","May",0,10371937.1325359,0
"Ajmer Merwara",1942,"0","May",0,591275.521052632,0
"North West Frontier Province",1943,"0","May",0,3182132.17894737,0
"Punjab",1943,"0","May",0,29472040.338756,0
"Delhi",1943,"0","May",0,980687.031578947,0
"United Province",1943,"0","May",753,56468420.8497608,13.3348868034299
"Bihar",1943,"0","May",11,29440672.3933014,0.373632770782192
"Orissa",1943,"0","May",0,8854995.60287081,0
"Bengal",1943,"0","May",0,62677578.3339713,0
"Central Province And Berar",1943,"0","May",0,17061071.6698565,0
"Bombay Presidency",1943,"0","May",3,21433227.1684211,0.139969589106958
"Sindh",1943,"0","May",0,4652647.66507177,0
"Madras Presidency",1943,"0","May",5,50374084.1473684,0.0992573876950814
"Coorg",1943,"0","May",0,169961.503349282,0
"Assam",1943,"0","May",0,10539141.2650718,0
"Ajmer Merwara",1943,"0","May",0,598858.042105263,0
"North West Frontier Province",1944,"0","May",0,3254164.76842105,0
"Punjab",1944,"0","May",22,29998651.008134,0.733366310172907
"Delhi",1944,"0","May",1,1012061.04736842,0.988082687897354
"United Province",1944,"0","May",2440,57192322.7746411,42.6630687761101
"Bihar",1944,"0","May",61,29749107.5899522,2.05048167631767
"Orissa",1944,"0","May",0,8918221.40430622,0
"Bengal",1944,"0","May",0,63863105.0009569,0
"Central Province And Berar",1944,"0","May",39,17189815.5047847,2.2687852577094
"Bombay Presidency",1944,"0","May",11,21724920.7526316,0.506330960892805
"Sindh",1944,"0","May",0,4711467.49760766,0
"Madras Presidency",1944,"0","May",9,50890221.2210526,0.176851265018216
"Coorg",1944,"0","May",0,170579.255023923,0
"Assam",1944,"0","May",0,10706345.3976077,0
"Ajmer Merwara",1944,"0","May",0,606440.563157895,0
"North West Frontier Province",1945,"0","May",0,3326197.35789474,0
"Punjab",1945,"0","May",41,30525261.677512,1.34314982892365
"Delhi",1945,"0","May",0,1043435.06315789,0
"United Province",1945,"0","May",1216,57916224.6995215,20.9958436743555
"Bihar",1945,"0","May",93,30057542.7866029,3.09406529536578
"Orissa",1945,"0","May",0,8981447.20574163,0
"Bengal",1945,"0","May",0,65048631.6679426,0
"Central Province And Berar",1945,"0","May",0,17318559.3397129,0
"Bombay Presidency",1945,"0","May",61,22016614.3368421,2.77063489720688
"Sindh",1945,"0","May",0,4770287.33014354,0
"Madras Presidency",1945,"0","May",32,51406358.2947368,0.622491089847854
"Coorg",1945,"0","May",0,171197.006698565,0
"Assam",1945,"0","May",0,10873549.5301435,0
"Ajmer Merwara",1945,"0","May",0,614023.084210526,0
"North West Frontier Province",1946,"0","May",0,3398229.94736842,0
"Punjab",1946,"0","May",5,31051872.34689,0.161020886088396
"Delhi",1946,"0","May",0,1074809.07894737,0
"United Province",1946,"0","May",1794,58640126.6244019,30.5933855070064
"Bihar",1946,"0","May",773,30365977.9832536,25.4561206764458
"Orissa",1946,"0","May",0,9044673.00717703,0
"Bengal",1946,"0","May",0,66234158.3349282,0
"Central Province And Berar",1946,"0","May",1,17447303.1746411,0.0573154481234359
"Bombay Presidency",1946,"0","May",31,22308307.9210526,1.38961682390734
"Sindh",1946,"0","May",0,4829107.16267943,0
"Madras Presidency",1946,"0","May",31,51922495.3684211,0.597043724112959
"Coorg",1946,"0","May",0,171814.758373206,0
"Assam",1946,"0","May",0,11040753.6626794,0
"Ajmer Merwara",1946,"0","May",0,621605.605263158,0
"Ajmer Merwara",1947,"0","May",0,629188.12631579,0
"Assam",1947,"0","May",0,11207957.7952153,0
"Bihar",1947,"0","May",1126,30674413.1799043,36.7081186980188
"Bombay Presidency",1947,"0","May",58,22600001.5052632,2.56637151048387
"Central Province And Berar",1947,"0","May",19,17576047.0095694,1.08101668080743
"Coorg",1947,"0","May",0,172432.510047847,0
"Delhi",1947,"0","May",0,1106183.09473684,0
"Punjab",1947,"0","May",141,31578483.0162679,4.4650656564903
"Madras Presidency",1947,"0","May",34,52438632.4421053,0.64837693922582
"Orissa",1947,"0","May",0,9107898.80861244,0
"United Province",1947,"0","May",4733,59364028.5492823,79.728416612946
"West Bengal",1947,"0","May",0,28521967.0736842,0
"Ajmer Merwara",1948,"0","May",0,636770.647368421,0
"Assam",1948,"0","May",0,11375161.9277512,0
"Bihar",1948,"0","May",154,30982848.376555,4.97049200022982
"Bombay Presidency",1948,"0","May",5,22891695.0894737,0.218419823453753
"Central Province And Berar",1948,"0","May",21,17704790.8444976,1.18611963193717
"Coorg",1948,"0","May",0,173050.261722488,0
"Delhi",1948,"0","May",0,1137557.11052632,0
"Punjab",1948,"0","May",26,32105093.6856459,0.809840340432476
"Madras Presidency",1948,"0","May",13,52954769.5157895,0.245492523503927
"Orissa",1948,"0","May",0,9171124.61004785,0
"United Province",1948,"0","May",1142,60087930.4741627,19.0054806512441
"West Bengal",1948,"0","May",8,29020620.7526316,0.275666053741271
"Ajmer Merwara",1949,"0","May",0,644353.168421053,0
"Assam",1949,"0","May",0,11542366.0602871,0
"Bihar",1949,"0","May",264,31291283.5732057,8.43685428826766
"Bombay Presidency",1949,"0","May",4,23183388.6736842,0.172537330771686
"Central Province And Berar",1949,"0","May",8,17833534.6794258,0.448593066030227
"Coorg",1949,"0","May",0,173668.013397129,0
"Delhi",1949,"0","May",0,1168931.12631579,0
"Punjab",1949,"0","May",9,32631704.3550239,0.275805391654769
"Madras Presidency",1949,"0","May",7,53470906.5894737,0.130912311880981
"Orissa",1949,"0","May",0,9234350.41148325,0
"United Province",1949,"0","May",907,60811832.3990431,14.9148605496432
"West Bengal",1949,"0","May",24,29519274.4315789,0.813028113398528
"Bengal",1898,"0","June",58,39104349.2667703,1.48321097493078
"North West Province",1898,"0","June",0,47068740.9,0
"Punjab",1898,"0","June",18,19742638.7640478,0.911732226635214
"Central Province",1898,"0","June",0,9080352.82295215,0
"Hyderabad",1898,"1","June",0,10908333.1538756,0
"Madras Presidency",1898,"0","June",0,35400945.0019474,0
"Bombay Presidency",1898,"0","June",1003,15340326.0963684,65.3832254737691
"Rajputana Agency",1898,"1","June",0,10514731.5017799,0
"Mysore",1898,"1","June",0,5387278.71892344,0
"Baluchistan Agency",1898,NA,"June",0,796157.583928571,0
"Central India Agency",1898,"1","June",0,6317518.42447368,0
"Tehri Garhwal",1898,"1","June",0,259749.989952153,0
"Cutch",1898,"1","June",0,498110.530191388,0
"Bengal",1899,"0","June",54,40241249.803445,1.34190663221839
"Assam",1899,"0","June",0,5615625.75938756,0
"North West Province",1899,"0","June",0,47149837.6,0
"Punjab",1899,"0","June",8,19835514.8852823,0.403316982002615
"Central Province",1899,"0","June",0,9041723.7227177,0
"Berar",1899,"0","June",0,2740155.04241148,0
"Burma",1899,"0","June",0,10030978.9262857,0
"Madras Presidency",1899,"0","June",13,35672925.5477895,0.364422031565212
"Bombay Presidency",1899,"0","June",1826,15308298.4054737,119.281709281751
"Bombay Presidency",1899,"1","June",447,6534173.96007655,68.4095652688688
"Baluchistan Agency",1899,NA,"June",0,801020.389285714,0
"Ajmer Merwara",1899,"0","June",0,430388.627368421,0
"Rajputana Agency",1899,"1","June",0,10343192.6653014,0
"Central India Agency",1899,"1","June",0,5951050.99789474,0
"Coorg",1899,"0","June",0,179949.638086124,0
"Mysore",1899,"1","June",247,5441713.52114833,45.3901145365472
"Hyderabad",1899,"1","June",43,10936695.451866,3.93171778342455
"Bengal",1900,"0","June",522,41261063.3395455,12.6511523880119
"Assam",1900,"0","June",0,5667391.51963636,0
"North West Province",1900,"0","June",0,47230934.3,0
"Punjab",1900,"0","June",4,19903254.3256364,0.200972159354252
"Punjab",1900,"1","June",0,4033211.89090909,0
"Central Province",1900,"0","June",0,9042977.33536364,0
"Berar",1900,"0","June",0,2743095.90018182,0
"Burma",1900,"0","June",1,10269620.4437321,0.0973745821940609
"Madras Presidency",1900,"0","June",9,35958367.969,0.25028944605492
"Bombay Presidency",1900,"0","June",521,15300322.547,34.0515697234209
"Bombay Presidency",1900,"1","June",46,6473467.28254545,7.10592917091445
"Baluchistan Agency",1900,NA,"June",0,805883.194642857,0
"Ajmer Merwara",1900,"0","June",0,427605.11,0
"Rajputana Agency",1900,"1","June",0,10217398.1512727,0
"Central India Agency",1900,"1","June",0,5657020.005,0
"Coorg",1900,"0","June",0,180358.291363636,0
"Mysore",1900,"1","June",30,5492569.40318182,5.46192461084263
"Hyderabad",1900,"1","June",4,11012328.7745455,0.363229257125506
"Calcutta City",1900,"0","June",366,907260.281727273,403.412347450278
"Bombay City",1900,"0","June",421,770049.712818182,546.717949493481
"Madras City",1900,"0","June",0,527566.889909091,0
"Bengal",1901,"0","June",270,42149154,6.40582252255882
"Assam",1901,"0","June",0,5726337,0
"United Province Of Agra And Oudh",1901,"0","June",7,47312031,0.147953910496888
"Punjab",1901,"0","June",507,19942715,25.4228173044643
"North West Frontier Province",1901,"0","June",0,2041534,0
"Punjab",1901,"1","June",26,4031494,6.44922205018785
"Jammu And Kashmir",1901,"1","June",41,2905578,14.1107896604393
"Central Province",1901,"0","June",0,9089099,0
"Berar",1901,"0","June",0,2754016,0
